Id,Name,Positions,Value,Height,Age,Preferred Foot,Right Foot,Left Foot,Personality,Acc,Wor,Vis,Thr,Pun,Tec,Tea,Tck,Str,Sta,Rus,Ref,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer
756,Yassine Meriah,DC,2700000.0,190 cm,25,Right Only,Very Strong,Weak,Balanced,12,12,12,3,3,12,14,13,14,12,1,2,12,13,13,13,1,11,12,13,10,8,11,1,15,13,1,8,12,12,9,1,10,13,11,8,6,11,13,2,1,14,14,12,12,14,2
757,Andre Wisdom,DR||DC,425000.0,186 cm,25,Right,Very Strong,Reasonable,Balanced,15,13,8,3,3,9,15,13,15,15,1,1,12,5,14,15,1,8,15,12,8,6,12,3,15,14,2,3,7,12,6,2,9,12,10,8,6,13,12,1,3,11,9,9,7,10,2
758,Robert Arboleda,DC,6250000.0,187 cm,26,Right,Very Strong,Reasonable,Balanced,13,12,12,3,3,11,12,13,13,12,1,1,14,6,11,11,2,12,13,14,9,10,11,1,15,14,4,8,12,11,9,2,8,12,13,8,8,13,11,1,2,11,12,13,11,12,1
759,Martin Nervo,DR||DC,2700000.0,184 cm,27,Right Only,Very Strong,Weak,Professional,13,14,8,2,4,8,16,14,13,14,1,2,14,12,12,12,1,9,15,14,5,10,17,2,14,15,1,8,6,11,7,2,9,14,12,11,8,12,14,3,2,14,14,14,11,13,1
760,Hiram Mier,DR||DC,2700000.0,179 cm,28,Right,Very Strong,Reasonable,Balanced,14,13,10,1,1,11,14,13,10,15,1,4,14,10,12,15,2,11,15,14,8,9,9,1,10,12,2,8,10,13,8,1,9,7,13,9,8,13,14,2,1,12,13,14,14,11,4
761,Igor Plastun,DC,850000.0,193 cm,27,Right Only,Very Strong,Weak,Fairly Professional,12,15,11,3,3,9,14,14,14,15,3,2,13,12,11,12,2,9,12,12,7,6,13,1,18,15,3,4,8,7,6,4,7,14,11,5,3,11,11,2,3,14,11,11,10,11,3
762,Dmytro Chygrynskyi,DC,900000.0,189 cm,31,Right,Very Strong,Reasonable,Professional,8,12,13,3,2,11,15,13,14,11,3,1,15,9,14,10,2,7,8,14,6,9,14,3,14,15,1,9,6,12,8,1,9,13,14,9,3,13,16,3,4,13,14,15,11,12,1
763,Johan Djourou,DC,2700000.0,192 cm,31,Right,Very Strong,Fairly Strong,Fairly Professional,12,10,8,1,1,12,14,16,15,11,1,2,12,9,12,15,1,7,10,15,10,5,14,1,14,12,2,4,8,11,4,3,12,7,11,8,5,7,13,2,2,16,16,13,11,14,3
764,Deivid,DC||DM,2300000.0,188 cm,29,Right,Very Strong,Reasonable,Fairly Professional,10,13,11,3,3,12,14,13,14,13,1,1,14,6,13,10,1,7,12,13,9,7,16,3,14,13,1,5,7,11,6,1,10,13,14,8,5,14,13,2,1,13,9,13,11,10,1
765,Jozo Simunovic,DC,800000.0,191 cm,24,Either,Strong,Very Strong,Balanced,12,11,7,2,3,13,13,15,15,12,1,3,12,11,12,14,2,6,10,12,9,5,11,2,17,15,1,4,3,11,4,1,9,13,10,4,2,10,13,3,3,14,14,10,11,14,1
766,Tarkan Serbest,DC||DM||MC,850000.0,184 cm,24,Right,Very Strong,Fairly Strong,Balanced,13,15,13,3,4,12,14,12,12,13,4,1,13,11,14,13,2,13,12,13,8,7,11,1,13,6,2,10,8,11,6,1,11,13,10,7,7,12,10,1,4,13,13,11,12,14,2
767,Fernando Varela,DC,900000.0,183 cm,30,Right Only,Very Strong,Weak,Fairly Ambitious,12,12,9,1,3,10,12,14,15,13,1,1,14,10,12,12,3,12,13,14,10,7,14,2,13,14,3,5,6,11,8,2,10,14,13,7,4,12,13,2,1,14,14,14,12,13,2
768,Tomas Cardona,DC,775000.0,188 cm,22,Left,Reasonable,Very Strong,Balanced,12,13,10,2,2,11,12,14,14,14,3,3,14,11,12,12,4,9,13,13,10,10,10,2,14,13,3,8,9,11,8,4,8,13,11,8,9,13,10,1,1,14,14,12,10,13,3
769,Raul Rodriguez,DR||DC,1300000.0,183 cm,30,Right,Very Strong,Reasonable,Fairly Determined,12,15,13,1,3,12,15,15,12,15,2,2,14,4,12,13,3,9,15,13,10,5,13,3,12,13,1,6,6,12,4,2,8,16,13,9,6,14,13,3,3,15,14,12,12,12,2
770,Titi,DC,450000.0,188 cm,30,Left,Weak,Very Strong,Balanced,9,11,7,3,1,10,15,15,17,12,2,1,14,11,12,14,3,9,17,14,8,5,14,2,15,14,1,5,6,8,5,1,6,13,12,5,5,13,11,3,2,16,11,12,7,14,3
771,Maikel van der Werff,DR||DC||DM,1600000.0,186 cm,29,Right,Very Strong,Weak,Balanced,12,15,12,2,2,11,14,12,13,14,3,1,12,12,11,12,1,13,14,12,10,15,14,4,11,11,2,12,11,12,4,4,8,13,12,14,10,13,14,2,2,15,13,12,12,15,2
772,Marco Andreolli,DC,3400000.0,187 cm,32,Right,Very Strong,Reasonable,Fairly Professional,12,14,8,3,3,9,14,13,14,13,3,1,15,6,11,13,3,8,14,12,14,8,12,2,14,13,3,8,5,10,7,1,7,12,14,8,5,10,12,3,1,13,14,13,12,11,2
773,Edin Cocalic,DC||DM,450000.0,190 cm,30,Left Only,Weak,Very Strong,Fairly Determined,10,14,10,3,1,10,13,15,12,12,2,2,14,10,12,11,2,8,14,14,10,11,12,2,15,15,2,9,8,10,8,3,9,15,13,12,6,12,14,1,2,12,11,13,9,13,3
774,Michael Heylen,DC||DM,800000.0,187 cm,24,Right Only,Very Strong,Weak,Fairly Loyal,12,15,8,1,3,11,14,12,15,13,2,3,12,7,10,11,1,9,12,13,14,10,14,1,14,12,3,10,8,11,7,1,9,14,13,8,8,13,12,1,1,14,14,12,10,12,2
775,Milos Kosanovic,DC,800000.0,191 cm,27,Left,Reasonable,Very Strong,Balanced,9,14,9,4,2,10,15,12,16,13,1,1,14,14,11,11,3,8,12,13,11,13,14,1,15,11,1,14,8,10,7,3,8,11,11,12,12,11,11,1,1,12,15,13,10,10,2
776,Ignacio Canuto,DC,3100000.0,183 cm,32,Right,Very Strong,Weak,Fairly Sporting,12,14,12,2,1,12,14,13,13,13,2,1,13,9,12,11,2,10,13,14,13,13,14,1,13,14,2,6,8,10,12,1,9,14,12,12,7,13,14,1,1,14,15,14,11,14,2
777,Michael Mancienne,DC||DM,850000.0,184 cm,30,Right,Very Strong,Reasonable,Fairly Professional,15,14,7,1,1,11,17,14,11,15,3,3,13,6,9,14,4,8,15,14,10,6,9,1,12,12,4,4,6,10,5,3,9,10,11,7,4,13,10,1,2,9,10,12,14,10,3
778,Assani Lukimya,DC,850000.0,180 cm,32,Right,Very Strong,Fairly Strong,Balanced,12,15,6,2,4,8,12,16,17,14,2,3,11,6,7,14,3,8,15,16,15,13,6,3,16,12,2,14,6,8,7,2,6,14,9,5,4,11,8,3,2,15,18,10,12,14,3
779,Dario Dumic,DC,800000.0,193 cm,26,Right,Very Strong,Reasonable,Fairly Determined,9,9,11,3,1,11,12,13,16,12,1,3,13,7,12,12,2,8,11,13,8,6,14,3,18,14,4,12,10,12,7,2,6,17,11,7,5,8,13,2,3,15,14,11,9,7,3
780,Jerry St. Juste,DR||DC||DM,800000.0,186 cm,21,Right,Very Strong,Fairly Strong,Balanced,13,14,11,2,2,13,11,13,11,13,2,3,11,7,13,12,1,12,14,13,12,10,10,2,13,11,1,12,8,12,7,2,10,11,11,8,8,12,10,1,1,14,11,13,15,12,1
781,Victor Vasin,DC,2700000.0,192 cm,29,Right,Very Strong,Reasonable,Fairly Professional,11,15,6,2,2,8,13,16,13,14,3,1,13,8,11,13,1,8,11,13,10,13,7,1,15,15,2,12,3,9,9,1,10,14,14,8,8,15,12,1,2,15,13,13,10,12,1
782,Ryan Donk,DC||DM,2800000.0,192 cm,32,Right,Very Strong,Weak,Balanced,10,10,12,3,2,13,14,14,17,11,1,1,12,5,14,15,3,10,15,13,12,10,14,4,16,14,3,6,12,13,7,2,12,7,12,5,4,8,14,2,1,12,13,13,11,10,2
783,Jagos Vukovic,DC,2700000.0,195 cm,30,Left,Reasonable,Very Strong,Fairly Determined,10,12,11,3,1,12,13,13,15,12,3,4,14,13,11,11,4,12,13,14,12,9,12,3,16,15,1,9,10,11,6,1,10,15,11,8,6,12,13,3,2,15,13,12,9,14,3
784,Lucas Galvao,DL||DC,3400000.0,181 cm,27,Left,Reasonable,Very Strong,Fairly Determined,14,13,13,4,1,13,10,15,11,14,1,1,11,8,14,13,3,9,12,14,13,10,12,3,12,12,2,6,12,12,7,1,13,16,12,11,8,10,14,1,1,16,14,14,12,13,3
785,Gregory Sertic,DC||DM||MC,475000.0,183 cm,28,Right,Very Strong,Reasonable,Fairly Determined,10,14,14,2,1,14,13,10,14,14,3,4,11,12,14,10,3,10,11,12,5,13,12,2,9,12,2,14,10,14,7,2,12,15,13,12,13,14,13,2,2,14,14,13,12,6,1
786,Juan Cruz Komar,DC,725000.0,189 cm,21,Right,Very Strong,Weak,Balanced,11,13,9,1,4,10,13,14,14,13,3,1,14,3,12,12,2,8,15,15,8,7,12,1,16,15,2,6,8,10,8,1,6,12,13,10,6,13,11,2,1,14,14,12,8,13,3
787,Manoel,DC,900000.0,181 cm,28,Right,Very Strong,Weak,Balanced,14,16,10,1,2,13,16,15,18,15,2,4,14,10,12,13,2,12,18,14,11,8,12,1,10,16,4,7,11,12,8,2,10,14,10,8,4,10,11,1,1,18,10,12,12,16,3
788,Diego Viera,DC,450000.0,185 cm,27,Right,Very Strong,Reasonable,Balanced,9,13,10,2,1,11,12,15,17,12,2,2,15,9,13,11,2,12,8,16,12,5,12,3,12,14,2,6,9,9,7,1,12,11,10,6,6,10,13,1,2,14,12,13,10,14,3
789,Andrea Barzagli,DR||DC,13500000.0,187 cm,37,Right,Very Strong,Weak,Model Citizen,9,13,11,4,3,11,17,15,14,10,4,1,19,9,12,10,2,5,10,19,3,3,12,3,13,14,1,2,3,11,3,1,7,18,18,8,2,17,16,2,1,14,17,16,8,8,3
790,Stefano Marzo,DR||DC||DM,775000.0,185 cm,27,Right,Very Strong,Reasonable,Fairly Determined,13,15,9,1,3,12,15,13,11,14,2,3,11,6,13,12,3,12,9,13,12,8,8,2,11,11,3,11,10,10,8,4,11,16,10,12,10,10,10,4,3,12,11,10,13,16,2
791,Aleksandar Bjelica,DL||DC,775000.0,187 cm,24,Left,Reasonable,Very Strong,Balanced,10,15,8,4,3,11,11,11,14,15,3,3,11,4,11,12,3,7,12,12,11,11,14,2,14,13,3,13,6,9,5,1,9,13,13,5,10,12,6,2,2,12,14,11,8,19,2
792,Fernando Tobio,DC,3400000.0,190 cm,28,Right,Very Strong,Reasonable,Fairly Professional,12,14,9,3,1,11,13,13,15,15,1,2,14,9,11,14,3,6,18,14,10,7,14,2,14,16,1,6,8,10,8,2,6,14,12,8,5,12,13,3,3,16,15,13,10,15,3
793,Juan Forlin,DC||DM,9000000.0,179 cm,30,Right,Very Strong,Weak,Spirited,14,14,11,1,2,13,14,15,13,14,4,3,15,12,12,14,1,8,8,15,10,9,12,3,11,15,4,8,8,12,8,3,8,17,13,8,4,13,13,1,3,16,13,14,13,15,2
794,Ertugrul Ersoy,DC,775000.0,187 cm,21,Right,Very Strong,Reasonable,Balanced,13,12,6,2,4,11,12,13,14,14,1,3,12,5,12,14,3,7,15,14,3,4,15,2,14,14,3,2,7,9,7,4,9,10,10,5,2,13,10,2,3,17,14,12,12,16,4
795,Paolo Goltz,DC,900000.0,184 cm,33,Right,Very Strong,Reasonable,Light-Hearted,11,16,11,2,2,9,14,15,13,14,3,1,15,16,12,11,3,9,14,16,10,7,17,1,14,15,3,14,2,8,7,2,7,14,11,10,6,12,15,1,1,16,13,14,12,16,3
796,Jonas Knudsen,DL||DC,1200000.0,185 cm,25,Left,Reasonable,Very Strong,Balanced,12,14,8,1,1,11,15,13,13,15,2,1,14,10,10,13,1,7,14,14,18,12,7,1,12,14,3,11,6,12,7,2,9,13,10,12,10,12,10,2,1,14,12,13,11,14,2
797,Rolando,DC,900000.0,189 cm,32,Right,Very Strong,Reasonable,Fairly Professional,8,15,10,1,2,10,14,15,16,14,2,2,13,10,12,10,2,11,16,14,8,9,14,1,16,15,1,9,10,10,10,1,7,14,12,8,5,14,13,3,2,13,12,14,10,15,2
798,Syam Ben Youssef,DC,775000.0,189 cm,29,Right Only,Very Strong,Weak,Balanced,9,13,8,1,3,10,13,14,15,13,4,4,14,11,12,14,1,5,16,14,6,8,12,3,15,13,1,5,5,9,8,1,8,12,12,7,6,11,12,2,3,16,14,14,10,10,1
799,Christophe Berra,DC,2700000.0,191 cm,33,Left Only,Weak,Very Strong,Resolute,10,15,6,2,4,8,15,15,15,14,1,1,14,7,8,11,1,7,16,14,12,5,16,1,15,15,1,5,4,10,9,2,6,16,13,6,4,12,10,1,2,17,12,14,10,16,1
800,Kevin Vandendriessche,DC||DM||MC,750000.0,183 cm,28,Right,Very Strong,Weak,Balanced,12,17,9,1,2,10,16,13,16,16,3,1,11,10,10,12,2,9,5,11,10,11,15,1,12,10,4,9,7,10,8,3,7,14,12,8,8,15,12,3,3,13,15,13,11,14,1
801,Esteban Saveljich,DC,1600000.0,187 cm,27,Right,Very Strong,Reasonable,Fairly Professional,11,13,6,2,4,10,14,13,14,15,2,1,14,5,11,12,3,7,12,14,6,4,16,3,15,14,3,4,5,8,4,2,5,12,13,4,3,12,10,2,1,14,15,13,11,11,2
802,Jacob Rasmussen,DL||DC,725000.0,190 cm,21,Left Only,Weak,Very Strong,Fairly Ambitious,9,9,12,1,1,12,12,12,12,10,1,2,13,5,13,12,3,11,10,13,5,5,10,2,14,13,2,5,8,13,6,3,8,12,14,5,6,15,13,3,4,10,11,15,11,10,2
803,Alessandro Bastoni,DC,725000.0,191 cm,19,Left,Reasonable,Very Strong,Fairly Professional,10,12,5,1,3,11,12,13,14,12,1,2,13,8,10,12,2,7,13,13,5,5,10,2,16,14,2,7,6,11,9,3,8,14,12,5,5,13,13,2,3,12,13,13,10,13,4
804,Tom Beugelsdijk,DC,775000.0,192 cm,27,Right Only,Very Strong,Weak,Resolute,9,18,9,2,1,12,14,16,16,14,3,2,13,5,10,10,3,11,10,11,10,12,15,4,15,16,1,12,8,10,5,3,9,16,12,8,5,11,12,1,1,18,15,10,8,17,3
805,Nana Asare,DL||DC||AML,2200000.0,172 cm,32,Left Only,Weak,Very Strong,Balanced,14,15,7,3,3,14,14,8,9,10,2,3,10,8,12,14,1,13,14,11,7,8,11,3,7,7,3,12,12,14,11,2,13,12,13,12,12,8,11,3,1,14,9,14,15,12,2
806,Joel Veltman,DR||DC,10000000.0,182 cm,26,Right,Very Strong,Fairly Strong,Professional,12,14,11,2,2,11,14,16,12,14,3,1,16,7,12,11,3,12,15,13,9,5,14,2,14,14,1,4,9,13,8,1,12,16,12,5,7,13,14,2,1,13,13,14,13,17,1
807,Grant Hanley,DC,5500000.0,191 cm,26,Right,Very Strong,Reasonable,Fairly Determined,13,14,12,3,2,10,16,15,17,14,1,2,14,6,10,13,1,8,10,15,8,6,15,3,15,16,2,6,8,10,6,1,8,16,11,6,6,11,10,3,3,15,12,13,8,16,1
808,Ivan Ordets,DC,2700000.0,194 cm,26,Right Only,Very Strong,Weak,Resolute,11,14,11,2,1,12,14,15,17,15,1,1,14,7,11,13,3,14,16,13,9,11,9,1,15,17,1,12,3,11,8,1,9,16,12,9,7,14,11,1,3,16,15,14,12,12,3
809,Lisandro Lopez,DC,7250000.0,187 cm,28,Right,Very Strong,Reasonable,Perfectionist,12,15,9,2,1,12,15,15,14,13,2,1,12,5,11,13,1,10,14,14,8,7,13,2,15,16,2,3,7,10,8,4,10,15,12,8,4,12,11,2,2,18,14,16,12,18,2
810,Unai Nunez,DR||DC,10750000.0,186 cm,21,Right,Very Strong,Weak,Driven,12,15,10,2,2,10,15,15,14,14,2,1,15,9,10,13,1,8,14,15,10,9,10,1,14,14,3,8,7,10,8,1,7,20,14,6,6,15,13,2,1,15,11,15,13,14,2
811,Gary Cahill,DC,900000.0,193 cm,32,Right,Very Strong,Weak,Leader,12,17,13,3,1,13,18,16,16,16,3,1,14,6,11,11,1,13,14,15,6,8,19,3,14,17,1,4,14,11,9,1,9,14,11,5,3,14,13,3,1,20,13,14,9,15,2
812,Carlos Zambrano,DC,2700000.0,185 cm,29,Right,Very Strong,Fairly Strong,Driven,13,12,6,3,1,11,10,15,12,12,2,1,12,7,11,13,3,8,14,16,12,10,11,2,12,12,4,6,7,11,6,3,10,18,12,9,4,13,12,4,3,17,14,13,12,17,3
813,Aleksandar Dragovic,DC,7250000.0,184 cm,27,Either,Very Strong,Strong,Fairly Determined,11,8,10,3,3,11,14,14,13,12,4,1,17,10,12,15,2,7,15,14,8,7,12,1,12,11,2,5,7,10,7,3,9,15,13,8,5,10,15,1,3,15,14,17,9,8,2
814,Jeffrey Gouweleeuw,DC,7250000.0,187 cm,27,Right,Very Strong,Reasonable,Fairly Sporting,12,13,13,1,4,13,10,14,12,13,4,2,12,12,14,16,1,8,15,13,10,10,12,4,14,12,2,8,10,12,8,3,11,12,15,10,7,11,16,3,3,10,13,16,11,7,1
815,Havard Nordtveit,DC||DM||MC,7250000.0,188 cm,28,Right,Very Strong,Fairly Strong,Resolute,11,15,10,3,1,10,18,14,14,18,2,2,12,8,13,14,2,11,17,13,18,13,13,1,14,10,1,12,7,10,8,3,9,15,12,11,11,16,10,2,1,16,12,14,9,15,1
816,Panagiotis Retsos,DR||DL||DC,7250000.0,185 cm,19,Right,Very Strong,Reasonable,Spirited,12,12,10,2,2,13,15,15,11,15,2,1,11,7,13,16,2,7,13,14,12,7,12,2,14,14,3,6,8,11,6,3,9,15,11,9,3,11,15,2,3,16,15,14,13,10,2
817,Solomon Kvirkvelia,DC,9000000.0,196 cm,26,Right,Very Strong,Reasonable,Balanced,13,15,8,1,3,7,13,14,16,15,1,3,14,6,12,15,1,9,12,13,11,6,10,1,17,15,1,4,11,8,7,2,8,5,11,9,8,15,10,1,2,12,13,13,12,11,2
818,Andrea Ranocchia,DC,10000000.0,195 cm,30,Right,Very Strong,Reasonable,Fairly Professional,12,13,11,1,3,10,16,15,14,13,2,2,13,8,12,12,3,9,12,14,10,7,14,1,18,18,2,5,6,11,10,1,8,14,12,6,5,9,12,2,2,14,17,13,11,14,1
819,Diego Reyes,DC||DM,4099999.9999999995,189 cm,25,Right,Very Strong,Reasonable,Fairly Professional,11,13,11,2,2,11,14,16,11,11,1,3,15,11,11,13,2,10,14,14,10,8,11,3,15,13,2,7,7,12,6,1,8,14,11,7,6,12,11,3,1,13,11,12,12,8,3
820,Jorrit Hendrix,DC||DM||MC,8500000.0,181 cm,23,Left,Reasonable,Very Strong,Model Citizen,11,16,13,1,3,13,14,12,12,15,2,1,12,10,14,11,1,13,12,13,10,9,13,1,12,12,2,12,10,12,7,3,12,17,12,8,10,14,14,1,3,15,14,14,12,10,3
821,Joseph Aidoo,DC,3800000.0,180 cm,22,Right Only,Very Strong,Weak,Balanced,14,12,9,3,3,11,12,14,15,13,1,2,12,6,11,14,1,7,13,14,8,7,11,1,10,14,2,8,7,11,4,1,5,14,13,7,7,13,10,1,1,14,14,12,15,12,1
822,James Chester,DR||DC,900000.0,181 cm,29,Right,Very Strong,Reasonable,Balanced,11,13,9,3,2,11,15,14,14,16,2,2,15,10,12,11,1,10,19,14,8,4,15,3,12,15,1,4,2,12,6,3,9,14,12,5,4,12,15,1,1,15,12,15,11,13,1
823,Bruno Ecuele Manga,DR||DC,2700000.0,186 cm,30,Right,Very Strong,Weak,Fairly Ambitious,12,12,12,3,1,12,13,14,15,14,3,3,14,10,11,12,2,8,14,14,10,8,13,3,14,15,1,7,8,12,7,1,10,14,11,8,4,7,14,1,1,15,14,14,12,12,1
824,Christian Luyindama,DC||DM||MC,3800000.0,191 cm,24,Right Only,Very Strong,Weak,Fairly Ambitious,12,14,7,1,2,8,14,12,19,14,2,2,11,5,10,11,1,11,13,13,11,10,15,2,16,15,4,9,10,9,7,1,7,12,11,7,7,14,12,2,3,15,18,13,10,15,2
825,Matej Mitrovic,DC,3800000.0,187 cm,24,Right,Very Strong,Fairly Strong,Fairly Sporting,11,9,12,1,2,12,14,14,15,15,2,2,13,7,12,12,3,11,12,13,7,7,10,2,14,14,3,5,9,12,6,4,10,13,11,7,5,10,13,2,2,10,13,13,11,12,3
826,Ragnar Klavan,DC,14750000.0,187 cm,32,Left,Weak,Very Strong,Resolute,13,13,11,2,4,12,14,14,15,12,2,1,14,7,13,13,3,9,17,16,4,8,14,1,14,15,3,7,7,14,6,3,11,16,13,10,4,15,14,4,1,15,16,14,12,14,3
827,Nikola Maksimovic,DC,5500000.0,193 cm,26,Right,Very Strong,Weak,Fairly Sporting,13,15,10,3,2,13,13,14,13,13,3,3,13,10,13,13,1,10,15,15,12,9,13,2,16,15,3,10,9,12,7,4,10,12,10,10,7,14,11,1,3,13,14,14,11,14,1
828,Ersan Gulum,DC,2700000.0,185 cm,31,Left,Reasonable,Very Strong,Balanced,12,15,8,3,2,10,13,13,14,14,2,1,13,10,10,12,3,8,11,14,7,6,12,3,14,14,2,6,8,10,6,3,10,13,11,7,5,14,11,1,3,16,15,14,12,15,1
829,Yohan Benalouane,DR||DC,3800000.0,185 cm,31,Right,Very Strong,Reasonable,Fairly Professional,12,14,9,2,3,11,13,12,16,15,1,3,13,8,10,12,3,7,15,14,6,8,12,1,15,14,3,6,11,12,6,1,11,13,13,9,5,8,13,1,2,16,15,15,11,17,4
830,Mouctar Diakhaby,DC,10000000.0,190 cm,21,Right,Very Strong,Weak,Resolute,12,15,10,3,2,10,14,13,16,15,2,2,13,10,13,13,1,8,15,13,6,6,10,2,17,17,1,6,8,11,7,1,12,15,13,6,6,11,14,1,1,16,15,13,12,12,3
831,Ramiro Funes Mori,DC,10000000.0,185 cm,27,Left,Reasonable,Very Strong,Resolute,13,15,11,3,2,10,14,16,16,13,3,1,11,12,9,14,1,11,12,15,10,11,12,2,17,17,1,14,10,12,7,4,8,15,10,9,5,9,11,2,1,17,16,11,11,18,1
832,Hector Moreno,DC,10000000.0,182 cm,30,Left,Reasonable,Very Strong,Fairly Professional,12,15,13,1,2,13,16,14,13,15,3,2,15,6,13,12,3,7,14,15,11,9,13,2,11,15,2,10,14,13,5,4,9,13,14,7,8,14,14,1,3,14,14,13,10,15,1
833,Lucas Mendes,DL||DC,1300000.0,184 cm,27,Left Only,Weak,Very Strong,Balanced,14,13,11,1,1,11,17,13,14,16,3,3,14,10,10,13,3,12,14,14,11,9,11,3,13,16,3,10,10,11,8,1,9,11,13,11,7,13,14,3,3,15,15,13,13,11,2
834,Reece Oxford,DC||DM,1600000.0,191 cm,19,Right,Very Strong,Reasonable,Light-Hearted,12,12,10,1,1,12,14,15,12,12,1,2,12,9,13,15,1,8,15,14,12,7,12,3,16,11,2,6,8,11,9,1,8,15,10,7,4,11,13,2,1,15,13,13,11,14,4
835,Daniel Ayala,DC,4099999.9999999995,191 cm,27,Right,Very Strong,Reasonable,Balanced,8,13,8,3,2,11,14,15,15,14,3,2,15,4,10,12,2,10,11,15,8,5,12,2,15,17,2,4,4,9,7,2,3,12,14,3,3,13,13,2,2,15,13,13,9,15,1
836,Neven Subotic,DC,9000000.0,193 cm,29,Right,Very Strong,Reasonable,Fairly Professional,9,8,10,2,2,9,14,16,16,12,3,1,16,9,10,11,2,7,12,16,8,11,11,1,18,15,1,11,6,10,8,2,6,11,13,6,3,11,12,3,1,17,10,14,8,10,1
837,Facundo Roncaglia,DR||DC,10750000.0,179 cm,31,Right,Very Strong,Reasonable,Fairly Determined,13,15,11,3,2,12,15,14,16,15,3,3,14,9,13,12,2,10,14,15,13,12,10,2,13,15,1,6,6,12,11,2,10,16,12,10,6,10,13,1,1,13,14,14,12,15,2
838,Alexandru Epureanu,DC,9000000.0,187 cm,31,Left,Reasonable,Very Strong,Model Citizen,7,10,11,2,3,10,14,13,15,11,1,3,17,10,13,12,2,10,13,14,10,10,16,3,14,16,3,8,8,12,8,2,9,14,15,7,5,15,18,4,2,16,13,15,7,10,3
839,Dominique Heintz,DC,6250000.0,189 cm,24,Left,Reasonable,Very Strong,Fairly Professional,10,9,12,3,4,10,16,15,15,13,3,2,14,9,13,15,3,7,12,15,13,11,11,1,15,13,2,8,5,10,7,2,7,13,15,9,5,14,15,1,2,14,14,12,7,7,3
840,Waldemar Anton,DC||DM||MC,6250000.0,189 cm,22,Right,Very Strong,Reasonable,Fairly Professional,10,13,10,3,1,11,17,14,11,15,1,2,14,7,12,12,3,10,16,13,10,8,11,2,15,13,2,5,7,11,8,3,7,13,13,9,5,15,15,2,2,14,13,16,12,12,3
841,Robin Knoche,DC,6250000.0,190 cm,26,Right,Very Strong,Reasonable,Fairly Professional,9,12,8,2,3,10,18,14,13,14,4,2,15,6,11,11,2,6,13,14,12,6,8,1,15,15,3,5,4,10,7,1,7,11,15,8,5,17,14,2,3,12,12,14,11,5,2
842,Martin Hinteregger,DL||DC,6250000.0,184 cm,25,Left,Reasonable,Very Strong,Fairly Loyal,11,10,14,3,2,9,12,14,15,12,1,1,13,11,14,15,2,8,11,16,10,13,12,2,13,12,3,10,10,8,9,1,9,10,14,8,5,11,11,4,1,16,16,16,8,9,3
843,Andre Ramalho,DC||DM||MC,6250000.0,182 cm,26,Right,Very Strong,Reasonable,Ambitious,9,12,10,1,3,13,13,17,13,15,1,2,14,8,12,11,3,8,16,15,10,9,9,2,13,14,1,10,9,12,7,3,11,12,11,9,6,10,14,2,1,16,14,16,11,14,1
844,Josue,DC,3400000.0,186 cm,26,Right,Very Strong,Reasonable,Fairly Professional,12,13,11,2,1,12,14,15,13,14,2,3,15,7,13,12,3,8,13,14,10,6,16,1,13,13,1,6,3,12,6,2,7,13,13,6,6,14,12,3,2,13,14,14,13,10,2
845,Jason Denayer,DR||DC||DM,900000.0,184 cm,23,Right,Very Strong,Reasonable,Fairly Loyal,15,15,11,1,3,13,13,16,14,13,2,4,12,8,13,15,4,7,13,12,10,6,8,4,13,12,3,5,9,13,9,3,11,10,11,8,6,12,13,1,1,13,14,13,14,15,1
846,Andrea Masiello,DR||DC,16250000.0,184 cm,32,Right,Very Strong,Reasonable,Spirited,13,13,7,1,1,12,14,15,14,13,3,1,16,4,11,13,2,7,14,15,7,7,13,3,12,14,2,4,5,11,6,4,7,16,14,8,3,15,14,3,1,14,14,16,14,13,1
847,Vedran Corluka,DC,10750000.0,192 cm,32,Right,Very Strong,Fairly Strong,Fairly Determined,9,11,11,3,3,12,12,15,14,13,2,2,14,6,13,10,3,10,12,14,12,7,14,1,15,13,4,10,7,12,9,1,10,17,14,9,9,13,14,2,1,13,12,17,10,14,1
848,Chancel Mbemba,DR||DL||DC,6250000.0,182 cm,23,Right,Very Strong,Reasonable,Balanced,15,15,8,1,2,13,15,15,14,14,2,2,14,7,12,15,2,11,14,13,4,10,10,3,13,14,1,4,10,12,8,2,12,13,11,10,4,12,14,2,1,14,14,13,11,10,3
849,Andre Pinto,DC,6250000.0,192 cm,28,Right,Very Strong,Reasonable,Balanced,9,12,11,3,1,12,12,14,16,14,2,1,14,12,13,10,2,8,13,15,13,13,15,1,16,12,2,14,6,11,6,2,8,13,14,7,6,13,13,3,3,13,14,11,10,12,2
850,Ruben Vezo,DR||DC,9000000.0,182 cm,24,Right,Very Strong,Reasonable,Fairly Professional,15,15,11,3,1,13,14,13,11,16,1,2,14,10,12,14,3,10,15,13,12,7,11,3,15,14,3,7,6,12,6,3,11,13,13,8,6,10,13,1,2,13,12,13,15,11,1
